Target_Clade	Accession	RefSeq_Status	Coverage	N50	Genome_Size	TaxID	Organism_Name
Cnidaria	GCA_040938025.2	reference genome	193	807480	626654062	627007	Porites harrisoni
Cnidaria	GCA_036873935.1	reference genome	60	2291	335940148	634929	Stomotoca atra
Cnidaria	GCA_036023255.1	reference genome	80	3453	251765634	645398	Mitrocomella polydiademata
Cnidaria	GCA_011800005.2	reference genome	90	5016	294907392	645706	Stichodactyla mertensii
Cnidaria	GCA_044327215.1	reference genome	60	1861	455472668	659513	Cryptodendrum adhaesivum
Cnidaria	GCA_044473325.1	reference genome	60	8199	261540114	659516	Thalassianthus aster
Cnidaria	GCA_984579725.1	reference genome	518	16034271	276078950	661986	Amphisbetia operculata
Cnidaria	GCA_965641995.1	reference genome	28	2129638	519115442	662004	Sertularella gayi
Cnidaria	GCA_032270745.1	reference genome	50	5277	298505522	662020	Tiaropsis multicirrata
Cnidaria	GCA_000827895.1	reference genome	50	13033	150348159	669202	Thelohanellus kitauei
Cnidaria	GCA_024741275.1	reference genome	130	10044	467325690	672230	Chironex yamaguchii
Cnidaria	GCA_982319565.1	reference genome	44	252277	428200458	676057	Acropora abrotanoides
Cnidaria	GCA_028566775.1	reference genome	160	686	183949938	685043	Tamoya ohboya
Cnidaria	GCA_003991215.1	reference genome	30	30845	951575644	686327	Morbakka virulenta
Cnidaria	GCA_010016065.2	na	90	2213	1218614357	686687	Carybdea cf. marsupialis auct. non (Linnaeus, 1758)
Cnidaria	GCA_026413505.1	reference genome	120	4019	432671475	760129	Epizoanthus ramosus
Cnidaria	GCA_024757865.1	reference genome	120	2897	396351196	760132	Epizoanthus scotinus
Cnidaria	GCA_025388745.1	reference genome	90	2350	461816543	760133	Hydrozoanthus gracilis
Cnidaria	GCA_044048515.1	reference genome	141	195871	549978610	767270	Dichotella gemmacea
Cnidaria	GCA_977019255.1	reference genome	151	855135	259727303	795029	Antipathes furcata
Cnidaria	GCA_026413305.1	reference genome	105	10921	373613569	798146	Hydrozoanthus tunicans
Cnidaria	GCA_025448215.2	reference genome	105	2260	554359501	862612	Palythoa grandis
Cnidaria	GCA_977018925.1	reference genome	78	2180203	947747923	869566	Paramuricea biscaya
Cnidaria	GCA_964304725.1	reference genome	77	3478000	458634460	880217	Cassiopea ornata
Cnidaria	GCA_009936425.2	reference genome	140	1748	258930084	880219	Chrysaora fuscescens
Cnidaria	GCA_964199735.2	reference genome	51	570216	658364409	983564	Echinopora horrida
Cnidaria	GCA_964059495.1	reference genome	99	1051768	521664626	999287	Madracis auretenra
Cnidaria	GCA_043882275.1	reference genome	95	8215609	1154099581	1054303	Montipora grisea
Cnidaria	GCA_022478855.1	reference genome	100	444	254310768	1085956	Myxobolus honghuensis
Cnidaria	GCA_964304625.1	reference genome	7	427348	40242759	1134596	Kudoa neothunni
Cnidaria	GCA_024195265.1	reference genome	190	2020450	627238274	1140371	Dendrophyllia cribrosa
Cnidaria	GCA_044473225.1	reference genome	60	1528	360459906	1143158	Diadumene leucolena
Cnidaria	GCA_008930755.2	reference genome	160	918	1308494669	1193083	Alatina alata
Cnidaria	GCA_026546935.2	reference genome	105	1960	739717117	1206978	Palythoa grandiflora
Cnidaria	GCA_044048475.1	reference genome	118	5139266	360076358	1214922	Stylatula elongata
Cnidaria	GCA_964020085.1	reference genome	118	1290411	582076840	1216036	Micromussa lordhowensis
Cnidaria	GCA_041682505.1	reference genome	97.81	853478	436256191	1226274	Cavernularia obesa
Cnidaria	GCA_977929195.1	reference genome	68	1167784	320135619	1246625	Rhizostoma luteum
Cnidaria	GCA_964656845.1	reference genome	25	4381911	515376577	1282862	Oculina arbuscula
Cnidaria	GCA_026260235.1	reference genome	120	11018	372657702	1285665	Hydrozoanthus antumbrosus
Cnidaria	GCA_009858155.3	reference genome	120	2047	297640555	1291152	Phymanthus crucifer
Cnidaria	GCA_964204845.1	reference genome	194	3909000	322086836	1309697	Callogorgia gracilis
Cnidaria	GCA_044474045.1	reference genome	60	1466	411467569	1326989	Heteranthus verruculatus
Cnidaria	GCA_964036295.1	reference genome	322	8495953	290023178	1350358	Plumapathes pennacea
Cnidaria	GCA_964204835.1	reference genome	107	950885	802301096	1381352	Turbinaria reniformis
Cnidaria	GCA_044509875.1	reference genome	93	18962000	741806509	1387075	Leptoseris scabra
Cnidaria	GCA_965118255.1	reference genome	59	4907000	778005525	1400855	Veretillum cynomorium
Cnidaria	GCA_964258685.1	reference genome	100	1159813	673586509	1479653	Duncanopsammia axifuga
Cnidaria	GCA_984041435.1	reference genome	48	200324	333585287	1499518	Antillogorgia bipinnata
Cnidaria	GCA_964658295.1	reference genome	130	4255000	210357430	1502934	Leptogorgia sarmentosa
Cnidaria	GCA_984695265.1	reference genome	40	3003273	602640063	1531352	Pachycerianthus multiplicatus
Cnidaria	GCA_965243875.1	reference genome	59	13074213	326799364	1548796	Paranemonia cinerea
Cnidaria	GCA_042854165.1	reference genome	107	237614	319702807	1565477	Palythoa umbrosa
Cnidaria	GCA_042846405.1	reference genome	102	248916	373296105	1565478	Palythoa mizigama
Cnidaria	GCA_976232015.1	reference genome	69	232500	331644583	1607761	Pterogorgia guadalupensis
Cnidaria	GCA_025448255.1	reference genome	140	1405	918735318	1643393	Umimayanthus chanpuru
Cnidaria	GCA_027574985.1	reference genome	120	4585	539628319	1643395	Umimayanthus nakama
Cnidaria	GCA_036872915.1	reference genome	110	5417	498437229	1678926	Nanipora kamurai
Cnidaria	GCA_031471325.1	reference genome	50	2210	357036910	1732519	Catablema vesicarium
Cnidaria	GCA_977014755.2	reference genome	88	3087733	490738607	1768225	Fimbriaphyllia paradivisa
Cnidaria	GCA_918843875.1	reference genome	27	2745340	312988696	1789172	Diadumene lineata
Cnidaria	GCA_045791825.1	reference genome	105	1680020	666161604	1825785	Hemicorallium imperiale
Cnidaria	GCA_900245855.1	reference genome	146	11652	209392379	1843192	Calvadosia cruxmelitensis
Cnidaria	GCA_025505365.1	reference genome	112	2304	212279008	1843197	Haliclystus inabai
Cnidaria	GCA_964274385.1	reference genome	34	281347	431250559	1869258	Acropora glauca
Cnidaria	GCA_977016755.1	reference genome	61	735018	386005847	1917265	Pseudodiploria clivosa
Cnidaria	GCA_014634005.1	reference genome	205	22742	428844380	1929007	Acropora awi
Cnidaria	GCA_965224875.2	reference genome	133	5958017	305702489	1960102	Actinia mediterranea
Cnidaria	GCA_039566865.1	reference genome	120	23520599	574952410	1962980	Aurelia coerulea
Cnidaria	GCA_964194085.1	reference genome	55	1192667	536289270	1967629	Cyphastrea salae
Cnidaria	GCA_056512545.1	reference genome	158	7228620	248649092	2039479	Chrysaora achlyos
Cnidaria	GCA_011763395.2	reference genome	160	1660	437629324	2039481	Chrysaora chesapeakei
Cnidaria	GCA_033964015.1	reference genome	60	1653096	596808898	2072708	Scolanthus callimorphus
Cnidaria	GCA_024741335.1	reference genome	80	816	501183593	2073167	Antipathozoanthus obscurus
Cnidaria	GCA_025434805.1	reference genome	105	3453	492361077	2073168	Antipathozoanthus remengesaui
Cnidaria	GCA_010016025.2	na	90	12229	1323732878	2292721	Alatinidae sp. Z8VKAUB7J3
Cnidaria	GCA_027575215.2	reference genome	105	1671	751578864	2461342	Hydrozoanthus sils
Cnidaria	GCA_025388665.1	reference genome	80	775	215922282	2488326	Epizoanthus planus
Cnidaria	GCA_026546875.1	reference genome	95	2946	346410713	2493141	Pteroeides caledonicum
Cnidaria	GCA_004194395.1	na	50	12476	426022005	2496131	Aurelia aurita complex sp. Pacific
Cnidaria	GCA_025505405.1	reference genome	110	3312	374392259	2582925	Epizoanthus rinbou
Cnidaria	GCA_025434825.1	na	105	2795	505133066	2608284	Bergia sp. 'catenularis'
Cnidaria	GCA_026167885.1	reference genome	120	3263	485766386	2608285	Bergia puertoricense
Cnidaria	GCA_025400095.1	reference genome	100	1303	583317065	2608290	Phenganax marumi
Cnidaria	GCA_027575125.1	reference genome	120	1156	859641056	2608291	Umimayanthus parasiticus
Cnidaria	GCA_025400075.2	reference genome	100	1374	689040755	2614786	Phenganax stokvisi
Cnidaria	GCA_025434845.1	reference genome	110	1039	880046452	2614787	Phenganax subtilis
Cnidaria	GCF_001417965.1	reference genome	60	14401	256132296	2652724	Exaiptasia diaphana
Cnidaria	GCA_025448195.2	reference genome	100	2971	592849034	2712102	Parazoanthus atlanticus
Cnidaria	GCA_026546615.1	reference genome	110	324	367864585	2723959	Paleozoanthus reticulatus
Cnidaria	GCA_965240485.1	reference genome	69	967305	387869223	2751898	Rhodactis osculifera
Cnidaria	GCA_964027065.2	reference genome	172	1409797	361407675	2759717	Pocillopora grandis
Cnidaria	GCA_964659595.1	reference genome	61	3343201	477819066	2759737	Pteroeides griseum
Cnidaria	GCA_032270665.1	reference genome	50	2274	339330422	2760912	Metridium farcimen
Cnidaria	GCA_016169945.1	na	110.7	3563727	578189354	2770514	Trachythela sp. YZ-2020
Cnidaria	GCA_964019785.1	na	154	74425	455222754	2790877	Aurelia sp. 4 Dawson et al 2005
Cnidaria	GCA_029948255.1	reference genome	170	602521	484670911	2835637	Telmatactis stephensoni
Cnidaria	GCA_025403525.1	reference genome	130	2291	663987347	2839827	Umimayanthus kanabou
Cnidaria	GCA_025434785.2	reference genome	130	608	644501842	2840130	Epizoanthus fatuus
Cnidaria	GCA_025403545.1	reference genome	105	1918	768013631	2840131	Epizoanthus stellaris
Cnidaria	GCA_027563615.1	reference genome	90	548	303676354	2840133	Churabana kuroshioae
Cnidaria	GCF_021976095.1	na	110	1122448	222699550	2897299	Xenia sp. Carnegie-2017
Cnidaria	GCA_977117655.1	reference genome	136	836044	303450838	2917773	Chrysaora pentastoma
Cnidaria	GCA_035771165.1	reference genome	181	2672309	618132567	2918053	Paragorgia papillata
Cnidaria	GCA_028564885.2	reference genome	130	5281	486054230	2923275	Zoanthus sanctaehelenae
Cnidaria	GCA_023091755.1	na	82	47391	514221667	2924933	Montipora sp. Colony 1 RG-2022
Cnidaria	GCA_041296415.1	na	40.5	3416085	521776093	2928332	Actinoscyphia sp. m1220
Cnidaria	GCA_056149205.1	na	50	889483	637796984	2949330	Tripedalia sp. m YS-2022
Cnidaria	GCA_965183845.1	reference genome	26	1776658	4784658108	2976324	Nausithoe racemosa
Cnidaria	GCA_977014835.1	na	57	2405746	792542510	2982801	Madrepora sp. 1 SH-2022
Cnidaria	GCA_030867875.1	na	17.66	1102201	1391727875	2984947	Actinernus sp. WN-2022
Cnidaria	GCA_035046665.1	reference genome	60	8858	470497020	2991876	Euphysa ruthae
Cnidaria	GCA_055797605.1	na	57	1775673	478759648	3003516	Alvinactis sp. YZ-2022
Cnidaria	GCA_984806735.1	na	33	448467	875083817	3024256	Sibopathes sp. 1 SH-2022
Cnidaria	GCA_044327275.1	reference genome	60	1592	627557471	3024562	Actinodendron arboreum
Cnidaria	GCA_054491775.1	reference genome	33	8249100	210627143	3024564	Paracondylactis sinensis
Cnidaria	GCA_048544285.1	reference genome	163.5	4944	269371768	3034631	Actinostella flosculifera
Cnidaria	GCA_033675265.1	na	100	378892	424251646	3060491	Actinostola sp. cb2023
Cnidaria	GCA_035772405.1	na	143	2612635	781039190	3074863	Chrysogorgia sp. JL179-B06
Cnidaria	GCA_050437215.1	reference genome	62	8080207	418658852	3079340	Heteractis doreensis
Cnidaria	GCA_040966155.1	reference genome	50	3103	393191548	3105999	Ptychogena californica
Cnidaria	GCA_964330385.1	reference genome	61	6575000	774802024	3109268	Montipora palawanensis
Cnidaria	GCA_048301705.1	reference genome	18	912075	1796436541	3117660	Nanomia septata
Cnidaria	GCA_046129775.1	na	48	4512547	602349429	3117734	Madrepora sp. SY280-shi
Cnidaria	GCA_046129755.1	na	34	1022472	470151721	3117735	Taxipathes sp. SY275-mao
Cnidaria	GCA_046129875.1	na	31	427573	792449016	3117736	Paracalyptrophora sp. SY255-jin
Cnidaria	GCA_041296195.1	na	23	436980	174590388	3122334	Myxobolus sp. r MT-2024
Cnidaria	GCA_015164035.2	reference genome	110	2169	275015094	3122430	Radianthus crispa
Cnidaria	GCA_964276855.2	reference genome	96	52543	68034491	3143520	Mastigias albipunctata
Cnidaria	GCA_964204805.1	na	201	343883	435473612	3146530	Cassiopea sp. PORT0000214
Cnidaria	GCA_040939095.1	na	11	8223	15302616	3149004	Ceratomyxa sp. 57-BR2022
Cnidaria	GCA_040939075.1	na	11	10730	21911255	3149005	Ceratomyxa sp. 58-BR2022
Cnidaria	GCA_040938965.1	na	15	757682	30224476	3149007	Ellipsomyxa sp. 115-BR2022
Cnidaria	GCA_040938985.1	na	658	1371065	24261614	3149008	Ellipsomyxa sp. 70-BR2022
Cnidaria	GCA_964205245.1	na	70	958630	818650469	3154093	Montipora sp. UDUK0000274
Cnidaria	GCA_050574465.1	na	96	16620240	375328287	3162966	Bougainvillia cf. muscus
Cnidaria	GCA_044007665.1	reference genome	60	6536	369655240	3229076	Actinodendron alcyonoideum
Cnidaria	GCA_964275015.1	na	33	2825898	35373497	3231874	Kudoa sp. trachurus
Cnidaria	GCA_964026355.1	reference genome	121	2089975	183492334	3286092	Pseudorhiza aurosa
Cnidaria	GCA_044473425.1	reference genome	60	3393	248489903	3286151	Ragactis hyalina
Cnidaria	GCA_058226615.1	na	27.5	19056	23503163463	3384578	Keratoisididae sp. D1_2022
Cnidaria	GCA_977925915.1	na	62	1741961	696698474	3415241	Umimayanthus sp. GHC0000340
Cnidaria	GCA_054491535.1	na	80	5578747	682844897	3462288	Polymyces sp. M5039
Cnidaria	GCA_965118205.1	na	69	403300	459261341	3471590	Acropora cf. manni
Cnidaria	GCA_058774745.1	reference genome	42	1896632	3486420508	3570232	Physalia utriculus
Xenacoelomorpha	GCF_963678635.1	reference genome	30	256031	753507827	84072	Symsagittifera roscoffensis
Xenacoelomorpha	GCA_032718475.1	reference genome	25	58979	407507662	172109	Nemertoderma westbladi
Xenacoelomorpha	GCA_900660155.1	reference genome	90	14256	949845848	442651	Hofstenia miamia
Xenacoelomorpha	GCF_964194025.1	reference genome	64	185568	1175981408	536237	Convolutriloba macropyga
Xenacoelomorpha	GCA_965655095.1	reference genome	45	171431	1504463545	2916798	Haplodiscus bocki
Xenacoelomorpha	GCA_964187785.1	na	23	373908	1066817370	2979135	Amphiscolops sp. MND2022
Gnathifera	GCA_010279815.1	reference genome	373	55822	106939251	10195	Brachionus plicatilis
Gnathifera	GCA_016802295.1	reference genome	779	174361	57707736	96890	Brachionus rotundiformis
Gnathifera	GCA_002922825.1	reference genome	110	26524	129626318	104777	Brachionus calyciflorus
Gnathifera	GCA_023231475.1	reference genome	132	45684	43872782	104778	Seison nebaliae
Gnathifera	GCA_021403095.1	na	33	87402	217117546	104782	Adineta vaga
Gnathifera	GCA_022393335.1	reference genome	56.7	32858	525309123	104788	Macrotrachela quadricornifera
Gnathifera	GCA_905250025.1	reference genome	89	178075	135599987	249248	Adineta ricciae
Gnathifera	GCA_019059635.1	reference genome	477.4	2428301	32722929	360698	Proales similis
Gnathifera	GCA_900239685.1	reference genome	210	55551	234715442	392029	Rotaria macrura
Gnathifera	GCA_965140935.1	reference genome	78	51186	173981101	392030	Rotaria magnacalcarata
Gnathifera	GCA_965120325.2	reference genome	76	109477	151870906	392032	Rotaria socialis
Gnathifera	GCA_905250125.1	reference genome	69	36551	360569275	392033	Rotaria sordida
Gnathifera	GCA_022207745.1	reference genome	169.7	2506101	132737077	392764	Brachionus rubens
Gnathifera	GCA_021432725.1	reference genome	570	5422639	56513240	396692	Brachionus angularis
Gnathifera	GCA_905250115.1	reference genome	198	32736	171140834	433720	Adineta steineri
Gnathifera	GCA_019054805.1	reference genome	363	6365377	114172357	667381	Brachionus manjavacas
Gnathifera	GCA_016987375.1	reference genome	153	25177	86146996	1199090	Brachionus koreanus
Gnathifera	GCA_905250885.1	reference genome	76	11859	368785172	1234261	Didymodactylos carnosus
Gnathifera	GCA_006352455.1	na	18	24091	70983965	1317657	Brachionus sp. 'Tiscar'
Gnathifera	GCA_025491095.1	reference genome	70	3065462	230116674	1857775	Brachionus asplanchnoidis
Gnathifera	GCA_016802215.1	reference genome	231.7	4130136	106205255	2599771	Brachionus paranguensis
Gnathifera	GCA_905250055.1	na	53	34829	310426700	2762511	Rotaria sp. Silwood1
Gnathifera	GCA_905332165.1	na	33	17923	308789974	2762512	Rotaria sp. Silwood2
Platyhelminthes	GCA_001938525.1	reference genome	30	1166	854187087	6161	Dugesia japonica
Platyhelminthes	GCA_001938485.1	reference genome	90	5133	1428149015	6162	Girardia tigrina
Platyhelminthes	GCA_025215515.1	reference genome	80	2378822	406576294	6182	Schistosoma japonicum
Platyhelminthes	GCF_000237925.1	reference genome	na	76721	364518427	6183	Schistosoma mansoni
Platyhelminthes	GCA_944470425.2	reference genome	142	10931731	391788201	6184	Schistosoma bovis
Platyhelminthes	GCF_000699445.3	reference genome	130	20231032	400271889	6185	Schistosoma haematobium
Platyhelminthes	GCA_944474815.3	reference genome	97	2622245	396921197	6186	Schistosoma curassoni
Platyhelminthes	GCA_944470365.2	reference genome	184	2894312	386052197	6187	Schistosoma intercalatum
Platyhelminthes	GCA_944470415.2	reference genome	187	12480960	388462722	6188	Schistosoma rodhaini
Platyhelminthes	GCA_946903255.1	reference genome	182	3920158	390075707	6189	Schistosoma spindalis
Platyhelminthes	GCA_948099385.2	reference genome	30	9838557	1506673460	6192	Fasciola hepatica
Platyhelminthes	GCF_000715545.1	reference genome	54	36994	620452578	6198	Opisthorchis viverrini
Platyhelminthes	GCA_001870725.1	reference genome	110	165332	129810970	6204	Taenia solium
Platyhelminthes	GCA_900622495.1	reference genome	107	9405	103664560	6205	Hydatigera taeniaeformis
Platyhelminthes	GCA_001693075.2	reference genome	90	142979	169104283	6206	Taenia saginata
Platyhelminthes	GCA_023375655.1	reference genome	100	3809406	107053072	6207	Taenia crassiceps
Platyhelminthes	GCF_000524195.1	reference genome	102	42483	110837706	6210	Echinococcus granulosus
Platyhelminthes	GCA_000469725.3	reference genome	150	11270870	114963228	6211	Echinococcus multilocularis
Platyhelminthes	GCA_900683695.1	reference genome	10	2071	105959096	6212	Echinococcus oligarthrus
Platyhelminthes	GCA_056153285.1	reference genome	100	21803107	201350854	6216	Hymenolepis diminuta
Platyhelminthes	GCA_008360955.1	reference genome	289	51097	748157630	27845	Fasciolopsis buskii
Platyhelminthes	GCA_900618425.1	reference genome	18	8953	834556378	27848	Echinostoma caproni
Platyhelminthes	GCA_019097775.1	reference genome	557	3386365	142225902	28841	Moniezia expansa
Platyhelminthes	GCA_944470405.2	reference genome	130	2226626	389320734	31246	Schistosoma mattheei
Platyhelminthes	GCA_008508345.1	reference genome	60	42170	922829509	34504	Paragonimus westermani
Platyhelminthes	GCA_000715275.1	reference genome	120	14673	67380660	37629	Gyrodactylus salaris
Platyhelminthes	GCA_034768735.1	reference genome	617.82	1168079	404245338	38744	Schistosoma mekongi
Platyhelminthes	GCA_944470555.2	reference genome	113	5116422	665588900	39320	Heterobilharzia americana
Platyhelminthes	GCA_034768655.1	na	24	2855	879139051	46835	Fasciola gigantica
Platyhelminthes	GCA_944470205.2	reference genome	199	6317331	394892635	48269	Schistosoma margrebowiei
Platyhelminthes	GCA_044892525.1	reference genome	48	8459515	781270316	50054	Schmidtea polychroa
Platyhelminthes	GCA_900604375.1	reference genome	233	45917	117181740	53468	Mesocestoides corti
Platyhelminthes	GCA_977118345.1	reference genome	106	6972067	713084067	56557	Triaenophorus nodulosus
Platyhelminthes	GCA_944474145.2	reference genome	173	125327	1889962902	57078	Dicrocoelium dendriticum
Platyhelminthes	GCA_014338405.1	na	162	17789	915809684	59628	Paragonimus skrjabini miyazakii
Platyhelminthes	GCA_900617775.1	reference genome	24	2114	531434409	60516	Dibothriocephalus latus
Platyhelminthes	GCA_001693035.2	reference genome	90	116010	168679183	60517	Taenia asiatica
Platyhelminthes	GCA_053814205.1	reference genome	60	732546	680796419	64606	Sparganum proliferum
Platyhelminthes	GCA_017562135.1	reference genome	35	598478	109012297	66787	Dipylidium caninum
Platyhelminthes	GCA_017591395.1	reference genome	20	120142	625207408	70667	Schistocephalus solidus
Platyhelminthes	GCA_057920485.1	reference genome	54	8105788	853691854	79327	Schmidtea mediterranea
Platyhelminthes	GCA_037951405.1	reference genome	90	401	911170071	79748	Platydemus manokwari
Platyhelminthes	GCA_003604175.2	reference genome	200	838796	558124894	79923	Clonorchis sinensis
Platyhelminthes	GCA_012064415.1	reference genome	300	124054	84346884	82660	Gyrodactylus bullatarudis
Platyhelminthes	GCA_036345935.2	reference genome	107	232480	308586157	85431	Taenia hydatigena
Platyhelminthes	GCA_023968675.1	reference genome	138	945746	211455966	85432	Taenia pisiformis
Platyhelminthes	GCA_000469805.3	reference genome	50	5805005	168929297	85433	Hymenolepis microstoma
Platyhelminthes	GCA_001923025.3	reference genome	120	756412	240596867	94034	Taenia multiceps
Platyhelminthes	GCA_036362985.1	reference genome	55	36745	775347920	94845	Ligula intestinalis
Platyhelminthes	GCA_000951995.1	reference genome	51	1236	1258717181	99802	Spirometra erinaceieuropaei
Platyhelminthes	GCA_013368495.1	reference genome	81	23957	841211332	100268	Paragonimus heterotremus
Platyhelminthes	GCA_014220965.1	reference genome	77	7921	696536264	100269	Paragonimus kellicotti
Platyhelminthes	GCA_900617975.1	reference genome	281	14216	162943536	102285	Rodentolepis nana
Platyhelminthes	GCA_029291075.1	reference genome	29	87067	939802929	116851	Eudiplozoon nipponicum
Platyhelminthes	GCA_900617795.1	reference genome	50	2192	617344661	117903	Protopolystoma xenopodis
Platyhelminthes	GCA_004794785.1	reference genome	100	54248	679245959	147828	Opisthorchis felineus
Platyhelminthes	GCA_944472135.2	reference genome	205	3882242	954242115	157069	Trichobilharzia regenti
Platyhelminthes	GCA_944472155.2	reference genome	23	807720	1116378626	157070	Trichobilharzia szidati
Platyhelminthes	GCA_044892535.1	reference genome	29	8459515	781270316	163372	Schmidtea lugubris
Platyhelminthes	GCA_044892505.1	reference genome	50	3986546	1251382582	163373	Schmidtea nova
Platyhelminthes	GCA_040967495.1	reference genome	80	8182	505484296	198605	Diplostomum indistinctum
Platyhelminthes	GCA_040967515.1	reference genome	80	3052	602144624	198606	Diplostomum huronense
Platyhelminthes	GCA_054883415.1	reference genome	100	1049344	372309905	218192	Anoplocephala perfoliata
Platyhelminthes	GCA_040967615.1	reference genome	80	4711	336038116	235145	Clinostomum complanatum
Platyhelminthes	GCA_052523245.1	reference genome	72	1462698	110718742	260967	Echinococcus shiquicus
Platyhelminthes	GCA_051989135.1	reference genome	63.58	10447	165141009	268231	Ctenotaenia marmotae
Platyhelminthes	GCA_002269645.1	reference genome	180	215276	764410778	282301	Macrostomum lignano
Platyhelminthes	GCA_964258995.1	reference genome	100	14590010	1761193519	300641	Calicophoron daubneyi
Platyhelminthes	GCA_025895645.1	reference genome	53	430422	216531548	335511	Cardicola forsteri
Platyhelminthes	GCA_984798855.1	reference genome	58	16230347	846494783	391263	Diversibipalium multilineatum
Platyhelminthes	GCA_944470375.2	reference genome	167	4072824	379320925	393876	Schistosoma guineensis
Platyhelminthes	GCA_052523225.1	reference genome	36	2222043	127330992	519352	Echinococcus canadensis
Platyhelminthes	GCA_950097015.1	reference genome	37	13505968	220453370	683711	Macrostomum hystrix
Platyhelminthes	GCA_053525275.1	reference genome	70.63	93114	159804829	911534	Hymenolepis weldensis
Platyhelminthes	GCA_965235105.1	reference genome	48	6449511	3206858410	983666	Pseudobiceros splendidus
Platyhelminthes	GCA_944470395.2	reference genome	149	160609	425011079	1163369	Schistosoma turkestanicum
Platyhelminthes	GCA_056506625.1	reference genome	138	88476	450656821	1493518	Phyllodistomum umblae
Platyhelminthes	GCA_045687925.1	reference genome	130	7311	67547427	1844966	Cichlidogyrus casuarinus
Platyhelminthes	GCA_056904315.1	reference genome	60	5283	368435583	1917532	Pleurogonius malaclemys
Platyhelminthes	GCA_046118255.1	reference genome	60	3779	619237288	2039861	Sluysia triapertura
Platyhelminthes	GCA_977020255.1	reference genome	62	344088	1350614106	2136291	Obrimoposthia wandeli
Platyhelminthes	GCA_037834085.1	reference genome	60	5996	440773300	2200948	Bipalium vagum
Platyhelminthes	GCA_907163375.1	reference genome	75	287821	2065465794	2291463	Prostheceraeus crozeri
Platyhelminthes	GCA_950096795.1	reference genome	37	1017626	226746154	2559711	Macrostomum cliftonense
Platyhelminthes	GCA_049176395.1	reference genome	60	1765	448560025	2614299	Macrostomum karlingi
Platyhelminthes	GCA_046269625.1	reference genome	60	964	868631888	2676386	Hausera hauseri
Platyhelminthes	GCA_013407085.1	reference genome	11	33380	601728533	2682772	Atriophallophorus winterbourni
Platyhelminthes	GCA_016432935.1	reference genome	5	3974	2136498	2730667	Benedenia humboldti
Platyhelminthes	GCA_030710315.1	reference genome	50	450180	144178552	2783799	Anomotaenia brevis
Platyhelminthes	GCA_032274565.1	reference genome	60	4741	597704782	2991682	Nematoplana nigrocapitula
Platyhelminthes	GCA_036784945.1	reference genome	80	2534	271808040	2991683	Monocelis spectator
Platyhelminthes	GCA_034780555.1	reference genome	60	10867	580059439	2991684	Coelogynopora nodosa
Platyhelminthes	GCA_034780395.1	reference genome	60	11389	326665869	2991685	Vannuccia rotundouncinata
Platyhelminthes	GCA_034780595.1	reference genome	60	5296	525085514	2991686	Parotoplana pacifica
Platyhelminthes	GCA_036023295.1	reference genome	60	9751	641572985	2991687	Invenusta paracnida
Platyhelminthes	GCA_036873645.1	reference genome	60	1257	582019207	2991688	Minona dolichovesicula
Platyhelminthes	GCA_036026455.1	reference genome	80	1408	686291627	2991690	Americanaplana fernaldi
Platyhelminthes	GCA_028672205.1	reference genome	430	333357	131552618	3003519	Proteocephalus fallax
Platyhelminthes	GCA_051168835.1	na	100	1793361	728638509	3031171	Spirometra sp. Aus1
Platyhelminthes	GCA_051989465.1	reference genome	47.46	861	351533209	3336019	Neodermophthirius harkemai
Platyhelminthes	GCA_051989125.1	reference genome	154.53	121962	141942154	3418955	Neoctenotaenia variabilis
Platyhelminthes	GCA_051988955.1	reference genome	132.04	906	96861133	3418957	Metroliasthes lucida
Platyhelminthes	GCA_051989045.1	reference genome	17.17	366	797881092	3418958	Atriotaenia procyonis
Platyhelminthes	GCA_051989435.1	reference genome	4.19	411	433510045	3447920	Anoplocephala gigantea
Platyhelminthes	GCA_051989025.1	na	125.06	47748	132111553	3452912	Mesocestoides sp. HWML-68667
Platyhelminthes	GCA_058321335.1	reference genome	65	5560583	899159190	3457820	Luticola nematophagus
Platyhelminthes	GCA_056151295.1	na	100	7882	369914146	3461620	Trematoda sp. TTU-O2S
Platyhelminthes	GCA_056151275.1	na	100	8365	370536696	3461621	Trematoda sp. TTU-O2C
Lophotrochozoa_Brachiopoda	GCF_001039355.2	reference genome	226	56068	406282338	7574	Lingula anatina
Lophotrochozoa_Phoronida	GCA_055505105.1	reference genome	62	9691388	529053937	115415	Phoronis australis
Lophotrochozoa_Nemertea	GCF_910592395.1	reference genome	79	9910080	391165532	88925	Lineus longissimus
Lophotrochozoa_Bryozoa	GCA_914767715.1	reference genome	66	7007262	339359933	95170	Membranipora membranacea
Lophotrochozoa_Gastrotricha	GCA_047495785.1	reference genome	83	3623880	121234032	1194616	Lepidodermella squamata
Lophotrochozoa_Mollusca (Bivalvia)	GCA_054850785.1	reference genome	32	149331216	2985579439	2731840	Gibbosula rochechouartii
Lophotrochozoa_Mollusca (Gastropoda)	GCA_965237135.1	reference genome	234	50589882	951685553	43341	Phorcus turbinatus
Lophotrochozoa_Mollusca (Cephalopoda)	GCA_054771915.1	reference genome	40	30166387	1636068110	2052491	Argonauta hians
Lophotrochozoa_Annelida (Polychaeta)	GCA_965649835.1	reference genome	44	50651150	2313176056	1928866	Leodice harassii
