qseqid	saccver	pident	length	qcovs	evalue	bitscore	stitle	source_file	organism	filepath
TENT5D_Homo_sapiens	XP_071947460.1	26.087	92	22	4.3	29.6	uncharacterized protein [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071949265.1	37.500	48	12	4.3	29.6	cytochrome P450 26B1-like [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071952077.1	24.806	129	32	9.8	28.5	uncharacterized protein [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071952079.1	24.806	129	32	9.9	28.5	uncharacterized protein [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071957041.1	34.286	35	9	9.9	28.9	uncharacterized protein [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071952081.1	24.806	129	32	10.0	28.5	annexin-B12-like isoform X4 [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009751176.1	40.000	25	6	0.90	21.2	NADH dehydrogenase subunit 4 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009751181.1	40.909	22	15	1.1	20.8	NADH dehydrogenase subunit 2 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009751181.1	19.355	31	15	3.2	19.2	NADH dehydrogenase subunit 2 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009751181.1	57.143	14	15	3.4	19.2	NADH dehydrogenase subunit 2 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_009751177.1	23.333	60	12	4.1	18.9	NADH dehydrogenase subunit 5 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_009751171.1	31.034	29	7	7.8	17.7	cytochrome c oxidase subunit II [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_009751173.1	38.889	18	5	1.5	20.0	ATP synthase F0 subunit 6 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_009751176.1	40.000	25	6	4.7	18.5	NADH dehydrogenase subunit 4 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_009751170.1	42.308	26	7	6.5	17.7	NADH dehydrogenase subunit 4L [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_009751181.1	47.059	17	4	8.5	17.7	NADH dehydrogenase subunit 2 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_009751178.1	60.000	10	3	1.8	19.6	NADH dehydrogenase subunit 6 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_009751181.1	57.143	14	4	3.7	18.9	NADH dehydrogenase subunit 2 [Holothuria leucospilota]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Holothuria_leucospilota	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Holothuria_leucospilota/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010118242.1	42.857	14	3	1.8	19.6	NADH dehydrogenase subunit 2 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010118230.1	28.571	35	7	8.8	17.3	cytochrome c oxidase subunit I [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010118237.1	42.857	21	4	9.9	17.3	NADH dehydrogenase subunit 4 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_010118238.1	35.714	28	15	0.43	21.6	NADH dehydrogenase subunit 5 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_010118238.1	29.412	34	15	2.1	19.2	NADH dehydrogenase subunit 5 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_010118232.1	31.034	29	7	4.3	18.1	cytochrome c oxidase subunit II [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_010118239.1	37.500	32	5	6.1	17.7	NADH dehydrogenase subunit 6 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_010118234.1	38.889	18	5	0.79	20.4	ATP synthase F0 subunit 6 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_010118238.1	22.973	74	18	7.5	17.3	NADH dehydrogenase subunit 5 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_010118232.1	27.536	69	17	8.2	16.9	cytochrome c oxidase subunit II [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010118239.1	60.000	10	3	1.4	19.2	NADH dehydrogenase subunit 6 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010118242.1	30.769	26	6	2.3	18.9	NADH dehydrogenase subunit 2 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010118234.1	38.462	13	3	7.5	17.3	ATP synthase F0 subunit 6 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010118238.1	41.667	12	3	9.0	16.9	NADH dehydrogenase subunit 5 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010118237.1	21.429	28	7	9.2	16.9	NADH dehydrogenase subunit 4 [Stichopus chloronotus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Stichopus_chloronotus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Stichopus_chloronotus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_071820039.1	59.347	337	75	1.21e-130	384	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_071820039.1	54.769	325	76	9.00e-125	368	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_071854729.1	34.783	46	11	1.8	32.0	extracellular matrix protein 2-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_071822417.1	66.667	18	4	1.9	31.6	uncharacterized protein [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_071841931.1	22.917	48	11	5.4	30.8	uncharacterized protein [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_071820039.1	56.693	381	96	1.03e-138	402	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_071811024.1	23.585	106	27	5.9	30.4	protein scribble homolog isoform X3 [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071820039.1	47.917	384	98	3.91e-120	355	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_003457198.1	35.000	20	5	6.2	17.7	NADH dehydrogenase subunit 5 [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_003457197.1	29.412	51	10	9.1	17.3	NADH dehydrogenase subunit 4 [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_003457198.1	22.881	118	30	0.057	24.3	NADH dehydrogenase subunit 5 [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_003457198.1	31.818	22	30	7.3	17.7	NADH dehydrogenase subunit 5 [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_003457195.1	27.273	22	5	8.8	17.3	cytochrome c oxidase subunit III [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_003457192.1	38.710	31	8	0.33	21.6	cytochrome c oxidase subunit II [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_003457194.1	40.000	15	4	0.91	20.0	ATP synthase F0 subunit 6 [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_003457187.1	33.333	18	5	3.6	18.5	cytochrome b [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_003457189.1	33.333	42	10	2.4	18.9	NADH dehydrogenase subunit 1 [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_003457190.1	16.071	56	14	4.1	18.1	cytochrome c oxidase subunit I [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_003457188.1	28.571	35	8	6.8	17.3	NADH dehydrogenase subunit 2 [Astrospartus mediterraneus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Astrospartus_mediterraneus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Astrospartus_mediterraneus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010283686.1	41.935	31	19	0.99	20.4	NADH dehydrogenase subunit 4 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010283686.1	39.286	28	19	3.8	18.5	NADH dehydrogenase subunit 4 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010283686.1	25.806	31	19	7.9	17.3	NADH dehydrogenase subunit 4 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010283694.1	50.000	14	3	3.7	18.5	cytochrome c oxidase subunit II [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_010283690.1	58.333	12	3	9.2	17.3	NADH dehydrogenase subunit 2 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_010283687.1	20.968	62	12	1.1	20.0	NADH dehydrogenase subunit 5 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_010283694.1	40.000	20	4	9.3	16.9	cytochrome c oxidase subunit II [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_010283696.1	38.889	18	5	0.44	21.2	ATP synthase F0 subunit 6 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_010283698.1	60.000	10	3	5.2	17.3	NADH dehydrogenase subunit 3 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_010283690.1	37.037	27	6	8.8	16.9	NADH dehydrogenase subunit 2 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010283686.1	43.478	23	5	0.56	20.8	NADH dehydrogenase subunit 4 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010283688.1	54.545	11	3	0.80	20.0	NADH dehydrogenase subunit 6 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010283696.1	21.622	37	9	4.2	18.1	ATP synthase F0 subunit 6 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010283694.1	28.947	38	9	6.4	17.3	cytochrome c oxidase subunit II [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_010283687.1	32.258	31	7	8.9	17.3	NADH dehydrogenase subunit 5 [Cenometra bella]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Cenometra_bella	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Cenometra_bella/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009019306.1	36.364	33	17	0.43	21.6	NADH dehydrogenase subunit 4 [Heliocidaris crassispina]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Heliocidaris_crassispina	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Heliocidaris_crassispina/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009019306.1	26.531	49	17	1.3	20.0	NADH dehydrogenase subunit 4 [Heliocidaris crassispina]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Heliocidaris_crassispina	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Heliocidaris_crassispina/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_009019308.1	46.667	15	4	1.6	19.2	NADH dehydrogenase subunit 6 [Heliocidaris crassispina]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Heliocidaris_crassispina	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Heliocidaris_crassispina/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	YP_009019301.1	31.034	29	7	5.7	17.7	cytochrome c oxidase subunit II [Heliocidaris crassispina]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Heliocidaris_crassispina	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Heliocidaris_crassispina/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	YP_009019303.1	38.889	18	5	0.47	21.2	ATP synthase F0 subunit 6 [Heliocidaris crassispina]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Heliocidaris_crassispina	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Heliocidaris_crassispina/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_009019307.1	50.000	18	5	3.2	18.5	NADH dehydrogenase subunit 5 [Heliocidaris crassispina]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Heliocidaris_crassispina	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Heliocidaris_crassispina/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	YP_009019308.1	50.000	10	3	3.6	18.1	NADH dehydrogenase subunit 6 [Heliocidaris crassispina]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Heliocidaris_crassispina	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Heliocidaris_crassispina/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009034253.1	24.490	49	11	4.8	18.5	NADH dehydrogenase subunit 4 [Mesocentrotus franciscanus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Mesocentrotus_franciscanus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Mesocentrotus_franciscanus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	YP_009034254.1	23.214	56	11	4.8	18.5	NADH dehydrogenase subunit 5 [Mesocentrotus franciscanus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Mesocentrotus_franciscanus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Mesocentrotus_franciscanus/Echinodermata_TENT5A-B-C-D.txt
