qseqid	saccver	pident	length	qcovs	evalue	bitscore	stitle	source_file	organism	filepath
NP_004778.1	XP_048402618.1	83.93	1537	100	0	2677	slit homolog 2 protein isoform X2 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_004778.1	XP_059502903.1	85.802	1458	98	0	2609	slit homolog 2 protein isoform X6 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_004778.1	XP_059502901.1	83.858	1462	95	0	2557	slit homolog 2 protein isoform X5 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_004778.1	XP_048399493.1	69.829	1518	99	0	2228	slit homolog 3 protein-like [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_004778.1	XP_059508990.1	67.147	1528	100	0	2146	slit homolog 1a [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_048399493.1	74.059	1515	99	0	2358	slit homolog 3 protein-like [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_048402656.1	67.42	1504	98	0	2131	slit homolog 2 protein isoform X4 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_048402618.1	67.019	1513	98	0	2125	slit homolog 2 protein isoform X2 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_048402627.1	67.063	1512	98	0	2125	slit homolog 2 protein isoform X3 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_048402591.1	66.667	1521	98	0	2119	slit homolog 2 protein isoform X1 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_059502903.1	66.599	1467	98	0	2040	slit homolog 2 protein isoform X6 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_059502901.1	66.99	1442	95	0	2024	slit homolog 2 protein isoform X5 [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_001258875.2	XP_059508990.1	59.468	1542	100	0	1849	slit homolog 1a [Stegostoma tigrinum]	Chondrichthyes_SLIT1-2-3.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_SLIT1-2-3.txt
NP_003052.2	XP_078455336.1	65.488	1527	98	0	2061	slit homolog 2 protein-like isoform X1 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_078455337.1	65.049	1525	98	0	2041	slit homolog 2 protein-like isoform X2 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_078449077.1	62.671	1535	98	0	1947	slit homolog 2 protein-like isoform X1 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_078449078.1	63.292	1452	93	0	1863	slit homolog 2 protein-like isoform X2 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_078455336.1	71.963	1523	98	0	2275	slit homolog 2 protein-like isoform X1 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_078455337.1	71.569	1523	98	0	2254	slit homolog 2 protein-like isoform X2 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_078449077.1	70.327	1530	98	0	2233	slit homolog 2 protein-like isoform X1 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_078449078.1	70.925	1448	96	0	2133	slit homolog 2 protein-like isoform X2 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_078455337.1	64.319	1519	98	0	2023	slit homolog 2 protein-like isoform X2 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_078455336.1	63.982	1527	98	0	2015	slit homolog 2 protein-like isoform X1 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_078449077.1	62.982	1529	98	0	1979	slit homolog 2 protein-like isoform X1 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_078449078.1	62.898	1477	95	0	1899	slit homolog 2 protein-like isoform X2 [Lampetra planeri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_061409127.1	65.382	1531	98	0	2059	LOW QUALITY PROTEIN: slit homolog 2 protein-like [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_061412249.1	62.671	1535	98	0	1947	slit homolog 2 protein-like isoform X2 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_061412248.1	62.451	1542	98	0	1942	slit homolog 2 protein-like isoform X1 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_061412250.1	63.057	1459	93	0	1858	slit homolog 2 protein-like isoform X3 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_061409127.1	71.84	1527	98	0	2273	LOW QUALITY PROTEIN: slit homolog 2 protein-like [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_061412249.1	70.327	1530	98	0	2233	slit homolog 2 protein-like isoform X2 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_061412248.1	70.007	1537	98	0	2226	slit homolog 2 protein-like isoform X1 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_061412250.1	70.584	1455	94	0	2127	slit homolog 2 protein-like isoform X3 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_061409127.1	63.815	1531	98	0	2014	LOW QUALITY PROTEIN: slit homolog 2 protein-like [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_061412249.1	62.982	1529	98	0	1979	slit homolog 2 protein-like isoform X2 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_061412248.1	62.695	1536	98	0	1972	slit homolog 2 protein-like isoform X1 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_061412250.1	62.601	1484	95	0	1895	slit homolog 2 protein-like isoform X3 [Lethenteron reissneri]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_078630716.1	60.384	1512	98	0	1857	slit homolog 2 protein isoform X1 [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_067962082.2	58.963	1562	99	0	1818	slit homolog 2 protein-like [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_078630717.1	59.59	1512	98	0	1816	slit homolog 2 protein isoform X2 [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_078630716.1	65.762	1510	98	0	2072	slit homolog 2 protein isoform X1 [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_078630717.1	64.702	1510	98	0	2028	slit homolog 2 protein isoform X2 [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_067962082.2	62.054	1568	99	0	1959	slit homolog 2 protein-like [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_078630716.1	59.052	1519	98	0	1843	slit homolog 2 protein isoform X1 [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_078630717.1	58.328	1519	98	0	1808	slit homolog 2 protein isoform X2 [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_067962082.2	56.381	1575	99	0	1752	slit homolog 2 protein-like [Myxine glutinosa]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_032806653.1	65.357	1527	98	0	2063	slit homolog 2 protein-like isoform X3 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_032806650.1	64.932	1537	98	0	2055	slit homolog 2 protein-like isoform X1 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_032806655.1	64.918	1525	98	0	2041	slit homolog 2 protein-like isoform X4 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_075921952.1	64.495	1535	98	0	2035	slit homolog 2 protein-like isoform X2 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_032808327.2	62.728	1532	98	0	1946	slit homolog 2 protein-like isoform X2 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_032808326.2	62.508	1539	98	0	1941	slit homolog 2 protein-like isoform X1 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_032808328.2	63.118	1456	93	0	1857	slit homolog 2 protein-like isoform X3 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_032808329.2	61.538	1365	98	0	1684	slit homolog 2 protein-like isoform X4 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_032806653.1	71.879	1522	98	0	2274	slit homolog 2 protein-like isoform X3 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_032806650.1	71.41	1532	98	0	2266	slit homolog 2 protein-like isoform X1 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_032806655.1	71.485	1522	98	0	2253	slit homolog 2 protein-like isoform X4 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_075921952.1	71.018	1532	98	0	2245	slit homolog 2 protein-like isoform X2 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_032808327.2	70.399	1527	98	0	2234	slit homolog 2 protein-like isoform X2 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_032808326.2	70.078	1534	98	0	2225	slit homolog 2 protein-like isoform X1 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_032808328.2	70.661	1452	94	0	2128	slit homolog 2 protein-like isoform X3 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_004778.1	XP_032808329.2	69.236	1362	98	0	1959	slit homolog 2 protein-like isoform X4 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_032806655.1	64.032	1518	98	0	2016	slit homolog 2 protein-like isoform X4 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_075921952.1	63.613	1528	98	0	2009	slit homolog 2 protein-like isoform X2 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_032806653.1	63.696	1526	98	0	2008	slit homolog 2 protein-like isoform X3 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_032806650.1	63.281	1536	98	0	2001	slit homolog 2 protein-like isoform X1 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_032808327.2	63.041	1526	98	0	1980	slit homolog 2 protein-like isoform X2 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_032808326.2	62.753	1533	98	0	1972	slit homolog 2 protein-like isoform X1 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_032808328.2	62.66	1481	95	0	1892	slit homolog 2 protein-like isoform X3 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_001258875.2	XP_032808329.2	61.471	1360	98	0	1711	slit homolog 2 protein-like isoform X4 [Petromyzon marinus]	Cyclostomata_SLIT1-2-3.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_SLIT1-2-3.txt
NP_003052.2	XP_058841098.1	78.364	1516	99	0	2458	slit homolog 1 protein-like isoform X4 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_033887430.3	78.055	1522	99	0	2450	slit homolog 1 protein-like isoform X3 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_058841097.1	77.749	1528	99	0	2448	slit homolog 1 protein-like isoform X2 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_058841096.1	77.445	1534	99	0	2442	slit homolog 1 protein-like isoform X1 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_033880207.3	78.034	1516	99	0	2429	slit homolog 1 protein-like isoform X4 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_033880206.3	77.727	1522	99	0	2422	slit homolog 1 protein-like isoform X3 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_033880205.3	77.421	1528	99	0	2420	slit homolog 1 protein-like isoform X2 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_033880204.3	77.119	1534	99	0	2415	slit homolog 1 protein-like isoform X1 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_033891136.1	66.8	1503	98	0	2104	slit homolog 2 protein isoform X3 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
NP_003052.2	XP_033891134.1	66.402	1512	98	0	2098	slit homolog 2 protein isoform X1 [Acipenser ruthenus]	Euteleostomi_SLIT1-2-3.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/SLIT2/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_SLIT1-2-3.txt
